fact_id,date,location_id,aqi_value,aqi_category,pm25,pm10,no2,so2,co,o3,temperature_c,humidity_pct,wind_speed_kmph,ed_visits_respiratory,hospital_admissions_respiratory,outpatient_visits_respiratory,mortality_count_respiratory,prescriptions_issued,exceedance_flag,,
1730,25/09/2024,2,104.8,Unhealthy for Sensitive Groups,76.1,135.1,22,11.4,1.92,56.6,28.6,64,7.1,86,27,193,2,315,0,,
340,06/12/2023,1,287.6,Very Unhealthy,184.1,290,46.6,21.2,4.41,57.4,18.2,26.8,11.7,264,82,594,5,959,1,,
462,06/04/2024,1,199.8,Unhealthy,123.9,205.8,43.2,18.6,2.71,64.1,27.9,60.9,8.2,241,75,543,,870,1,,
898,16/06/2025,1,91.4,Moderate,63.5,110.4,22.6,8.9,1.32,53.7,31.2,89.8,13.2,133,41,302,3,479,0,,
2067,28/08/2025,2,69.8,Moderate,49.6,90,19.1,9.1,1.99,52.5,30.4,68.4,10.6,59,17,136,1,218,0,,
179,28/06/2023,1,98,Moderate,56.1,93,21.4,6.5,1.39,56.3,33.5,85.7,4.7,118,36,266,2,425,0,,
2795,25/08/2024,3,52.4,Moderate,32,57.2,10.5,4.8,1.05,34.2,27.6,69,11.7,26,7,56,0,104,0,,
2167,06/12/2025,2,180.1,Unhealthy,109.2,198.3,49.2,20.7,2.89,64.4,20.6,34.7,15.5,123,38,276,2,446,1,,
2704,26/05/2024,3,51.8,Moderate,34.1,56.9,15.5,6.2,0.81,52.5,28.6,71.5,16.1,35,10,78,1,124,0,,
2736,27/06/2024,3,32.3,Good,26.6,50,3,1.8,0.66,43.2,33.9,72,13.1,24,8,58,0,90,0,,
803,13/03/2025,1,286.8,Very Unhealthy,176.6,315.2,72.2,29,4.57,55.1,25.5,31.9,5.4,288,88,647,6,1029,1,,
2069,30/08/2025,2,77.8,Moderate,46.6,82.3,22.5,2.6,1.54,53.9,34.9,54.5,6.1,56,17,128,1,203,0,,
1527,06/03/2024,2,133.4,Unhealthy for Sensitive Groups,89.9,139.9,32.5,8.8,2.85,54.9,22.5,28.6,8,121,37,274,2,448,0,,
207,26/07/2023,1,89.8,Moderate,50,92.5,21.6,4.5,1.58,66.1,32.5,73.4,10.4,113,35,264,2,415,0,,
1052,17/11/2025,1,282,Very Unhealthy,170.9,266.1,51.4,13.7,3.69,52,19.5,40.2,10.2,259,79,581,5,931,1,,
3572,11/10/2023,4,106.1,Unhealthy for Sensitive Groups,69.6,112.9,32.4,9.8,1.44,25.9,25.4,,5.2,38,12,83,1,136,0,,
940,28/07/2025,1,111.4,Unhealthy for Sensitive Groups,66.7,112,20.4,6.5,1.87,28.1,37.1,82.5,18.9,109,33,243,2,400,0,,
70,11/03/2023,1,236.7,Very Unhealthy,151.4,260.5,38.7,19.7,3.31,62.4,18.6,41.4,12.8,255,78,571,5,913,1,,
4199,29/06/2025,4,44.9,Good,31.3,49.9,10.7,4.3,1,39.9,34.2,82.7,7.9,27,8,65,0,104,0,,
1158,03/03/2023,2,166.1,Unhealthy,104.3,181.1,36.4,12.4,2.35,52.9,23.9,37.2,9.6,110,34,251,2,403,1,,
2255,04/03/2023,3,125.3,Unhealthy for Sensitive Groups,76,131.2,17,8.2,2.54,61.9,21.8,41.6,18.5,52,15,121,,186,0,,
572,25/07/2024,1,84,Moderate,57.4,100.7,27.9,7.7,2.23,59.2,30.2,82.1,8.2,119,36,270,2,432,0,,
119,29/04/2023,1,193.1,Unhealthy,120.3,185.3,47,17.5,3.76,67.4,27,,7.8,180,55,408,4,648,1,,
2753,14/07/2024,3,40.3,Good,26.7,46.4,6,3.9,0.69,36.1,27.9,,12.9,21,7,54,0,81,0,,
4371,18/12/2025,4,138.9,Unhealthy for Sensitive Groups,86.4,163.1,27.5,13.1,2.63,63.3,23.2,33.1,9.1,55,16,117,1,192,0,,
859,08/05/2025,1,160.9,Unhealthy,85,130.4,27.1,11.9,2.04,59.5,33,71.3,15.5,192,59,432,4,,1,,
2559,02/01/2024,3,110.6,Unhealthy for Sensitive Groups,69.4,116.1,19.8,9.8,2.25,45.4,17,33.2,15.6,64,19,144,1,228,0,,
1912,26/03/2025,2,153.9,Unhealthy,97.4,173.8,38.5,12,2.72,32.1,26.6,46.2,16.2,93,28,205,2,333,1,,
297,24/10/2023,1,215.8,Very Unhealthy,134.2,243.1,59.2,15.2,3.81,77.3,22.1,47.9,9,171,52,386,3,617,1,,
277,04/10/2023,1,156.9,Unhealthy,99,182.9,25.5,16,4.1,33.6,24.4,52.3,7.2,215,66,485,4,772,1,,
3779,05/05/2024,4,74.3,Moderate,46,72.1,14.2,8,0.95,27.8,29.8,65.8,13.5,42,12,93,1,147,0,,
2995,13/03/2025,3,91.1,Moderate,62,95,18.4,6.6,1.32,43.4,21.5,46.1,12.2,41,12,92,1,154,0,,
1001,27/09/2025,1,183.7,Unhealthy,110.2,208.9,43.3,12.8,3.13,68.7,24.4,63.7,6.4,191,59,428,4,686,1,,
1144,17/02/2023,2,190.6, Unhealthy,125.5,232.4,47.1,18.3,4.55,49.6,18,41.7,16.4,124,39,280,2,449,1,,
3178,12/09/2025,3,59.8,Moderate,32.1,53.3,7.4,3.6,1.08,36,26,69.7,9,31,10,78,1,114,0,,
3676,23/01/2024,4,177.2,Unhealthy,115,202.9,37,15.3,3.47,61.2,19.3,24.6,5.4,49,15,115,1,172,1,,
2027,19/07/2025,2,50.5,Moderate,33.1,50,16.3,2.9,0.88,47.5,36.1,72.1,16.5,51,15,122,1,187,0,,
194,13/07/2023,1,95.9,Moderate,61.6,114.1,23.8,6,2.54,21.9,31,72.2,13,124,37,278,2,455,0,,
2231,08/02/2023,3,137.5,Unhealthy for Sensitive Groups,93.5,159.4,31.8,17.7,2.09,73.1,14.5,36.7,9.1,69,20,152,1,240,0,,
496,10/05/2024,1,165,Unhealthy,105.6,166.4,30,14.8,3.3,79.5,28,69.5,2.1,173,53,394,3,627,1,,
1635,22/06/2024,2,81.3,Moderate,44,73.8,9.3,7.3,1.21,41.4,34.6,88.1,6.2,60,18,138,1,214,0,,
2725,16/06/2024,3,59.9,Moderate,27.5,51.9,13.3,4.1,1.39,41.9,33.6,81.4,21.2,27,8,61,0,100,0,,
3149,14/08/2025,3,48.7,Good,25.5,46.9,11.7,2.6,0.89,52.6,29.7,75.8,17.7,22,8,56,1,84,0,,
3531,31/08/2023,4,62.9,Moderate,43.7,69.9,12.3,4.8,1.34,59.3,30.1,76,10.8,31,10,80,1,117,0,,
1461,31/12/2023,2,162.6,UNHEALTHY ,111.9,209.7,42.3,12.6,2.8,62.6,19.8,31.7,9.4,110,34,248,2,401,1,,
2579,22/01/2024,3,110.1,Unhealthy for Sensitive Groups,65.5,101.2,16.3,5.3,2.38,52.5,14,28.2,12.2,59,18,136,1,213,0,,
1700,26/08/2024,2,74.4,Moderate,51.1,77.1,14.7,4.3,1.23,51.3,33.1,60.5,4.7,62,18,137,1,221,0,,
1727,22/09/2024,2,122.7,Unhealthy for Sensitive Groups,73,132.6,21.2,7.9,3.2,62.4,27.1,56.4,10,73,23,167,1,269,0,,
978,04/09/2025,1,130.4,Unhealthy for Sensitive Groups,81.8,128.1,25.2,13.4,2.7,42.8,28.8,65.4,8,141,42,314,3,505,0,,
3077,03/06/2025,3,42.5,Good,,38.2,10.5,3.9,0.71,26.9,29.4,73.5,10.4,31,9,70,1,114,0,,
3796,22/05/2024,4,72.6,Moderate,46.1,83.8,14.9,8.5,1.52,36.5,31.5,78.3,10.6,34,11,76,1,124,0,,
2696,18/05/2024,3,54.2,Moderate,33,50.4,11.7,3.7,0.76,62.8,28.7,73.1,11.6,29,8,76,,115,0,,
3463,24/06/2023,4,59.5,Moderate,32.7,56.6,9.2,7.9,1.01,40.9,36.9,62.8,11.1,28,9,62,1,97,0,,
1992,14/06/2025,2,72.2,Moderate,45.2,81.4,19,8.8,1.96,57.4,32.7,72.1,14.7,62,18,145,1,232,0,,
1445,15/12/2023,2,189.6,Unhealthy,121.1,200.9,52.7,17.9,3.05,52.2,22.3,24.3,14.2,135,41,301,3,486,1,,
1338,30/08/2023,2,62.3,Moderate,40.1,69.8,11.6,2.8,1.56,56.8,31.3,63.8,5,62,19,142,1,228,0,,
1512,20/02/2024,2,163.7,Unhealthy,107.8,188.7,27.8,16.8,2.18,40.9,26.6,40,15.3,122,38,277,2,436,1,,
755,24/01/2025,1,369.8,Hazardous,236.1,366.2,66.4,23.8,9.09,55.7,15.7,24.1,11.2,319,98,716,6,1143,1,,
3930,03/10/2024,4,88.3, Moderate,55.5,96,18.6,6.7,1.65,45.1,29.5,56,10.9,33,11,78,1,126,0,,
837,16/04/2025,1,190.1,Unhealthy,127.5,215.3,40.3,14.3,4.02,22.1,26,57.6,11.2,223,67,502,4,805,1,,
3182,16/09/2025,3,44.7,GOOD,30.2,50.7,13.4,5.1,0.48,48.5,24.6,72.9,17,29,10,73,1,112,0,,
1779,13/11/2024,2,168.7,Unhealthy,98.8,148.9,36.3,6.6,2.91,75.4,24.8,40.2,,98,29,218,2,350,1,,
972,29/08/2025,1,117.6,Unhealthy for Sensitive Groups,79,148.1,39.6,8.6,1.95,66.9,27.3,76.7,12.2,155,47,349,3,561,0,,
546,29/06/2024,1,93.3,Moderate,58.5,98.1,14.1,7.4,1.59,42.1,29.1,74.4,16.3,121,36,278,2,438,0,,
516,30/05/2024,1,132.6,Unhealthy for Sensitive Groups,80,145.5,33.2,10.1,2.44,25.6,34.4,78.9,7.7,149,45,340,3,539,0,,
362,28/12/2023,1,301.6,Hazardous,193.5,350.8,66.3,23.8,4.24,73.7,12.5,32,13.2,283,86,627,5,1005,1,,
2699,21/05/2024,3,52.1,Moderate,28.2,46.5,9.3,4.9,0.73,39.7,31.1,78.9,9.1,32,10,76,1,122,0,,
2972,18/02/2025,3,97.8,Moderate,60.8,99.7,22.5,8.3,1.4,57.4,19.3,42.7,9.6,50,15,111,1,187,0,,
3169,03/09/2025,3,46.5,Good,30.5,46,13.3,4,0.95,53.7,27.2,69.2,8,29,9,63,1,108,0,,
3927,30/09/2024,4,89.4,Moderate,53.9,101.9,19.1,9.4,1.56,48.8,25,56.6,9.6,32,10,74,1,118,0,,
2115,15/10/2025,2,139.3,Unhealthy for Sensitive Groups,85,160.5,34,12.1,2.44,63.1,25.8,56.4,9.6,96,29,216,2,346,0,,
3960,02/11/2024,4,114,Unhealthy for Sensitive Groups,75.7,140.3,26.4,10.1,2.65,26.6,24.2,55.3,7.8,53,17,117,1,192,0,,
2645,28/03/2024,3,90.3, Moderate,60,113.4,20.6,10.5,1.69,34,23.9,55.2,11.8,41,12,97,1,153,0,,
269,26/09/2023,1,175.2,Unhealthy,98.8,165.8,34.7,11.1,3.4,47.7,26.1,57.9,14.3,184,56,418,4,667,1,,
1538,17/03/2024,2,121.8,Unhealthy for Sensitive Groups,80,123.5,18.2,7.4,2.72,46.1,23.8,49,7.3,108,34,241,2,387,0,,
1522,01/03/2024,2,154.7,Unhealthy,102.8,162.7,35.1,18.5,3.51,45,24.9,,10.7,108,34,248,2,390,1,,
2196,04/01/2023,3,115.2,Unhealthy for Sensitive Groups,71.3,107.4,22.9,10.5,1.31,36.5,16.2,18,14.8,66,21,155,1,245,0,,
1152,25/02/2023,2,184.8,Unhealthy,114.1,203.9,46.5,19.3,3.65,47,23.3,33.2,6.4,126,39,281,3,450,1,,
2186,25/12/2025,2,193.3,Unhealthy,127.8,220,42.3,16.9,4.86,54.8,18.4,,12.6,124,38,280,2,444,1,,
1580,28/04/2024,2,95.1,Moderate,59.4,109.3,14.7,9.7,1.68,49.8,34,54.2,8.9,69,22,154,1,251,0,,
228,16/08/2023,1,107.4,Unhealthy for Sensitive Groups,74.5,116.6,22.7,11.4,2.62,58,34.1,88.6,1.6,122,38,273,,441,0,,
1562,10/04/2024,2,128.5,Unhealthy for Sensitive Groups,75.4,118.4,23.4,13.2,2.5,42.5,31.5,61.1,8.7,119,36,267,2,430,0,,
644,05/10/2024,1,169.7,Unhealthy,117.7,201.2,36.6,14.1,3.55,37.1,23.7,57.2,7.1,172,52,389,3,621,1,,
2844,13/10/2024,3,78,Moderate,45.8,69.8,17.4,10.8,0.69,59.7,25.3,59.3,,36,11,79,1,129,0,,
2095,25/09/2025,2,98.2,Moderate,59.7,104.3,15,11.2,1.78,63,31.4,,7.7,74,22,164,1,269,0,,
2902,10/12/2024,3,108.2,Unhealthy for Sensitive Groups,59.9,112.7,15.5,7.4,1.55,52.2,15.7,39.7,11.8,48,14,109,1,184,0,,
2083,13/09/2025,2,51.7,Moderate,43.2,80.8,11.4,8.5,1.1,43.5,27.4,,3.1,64,20,153,1,238,0,,
3699,15/02/2024,4,147.7,Unhealthy for Sensitive Groups,97.4,153.5,28.9,15,2.35,40.7,23.3,28.1,7.9,58,18,127,1,208,0,,
2639,22/03/2024,3,80.9,Moderate,49,89,23,4.1,1.25,35.7,22.1,47.9,10.3,40,13,96,1,149,0,,
1011,07/10/2025,1,152.7,Unhealthy,108.1,195.3,38.1,16.6,3.93,68.5,20.5,54,11.4,202,61,453,4,723,1,,
1916,30/03/2025,2,162.7,Unhealthy,90.8,150.1,30.1,14.9,2.93,54.6,30,49.3,9.3,101,32,232,2,373,1,,
1998,20/06/2025,2,68.3,Moderate,40.4,75.2,18.4,6.4,1.16,22.9,37.3,58,8.2,59,18,131,1,216,0,,
3959,01/11/2024,4,132.9,Unhealthy for Sensitive Groups,76.4,130.2,34.2,8.9,2.44,46.2,22.7,53.2,14.6,46,14,104,1,160,0,,
2520,24/11/2023,3,126.1,unhealthy for sensitive groups,71,112.6,22.3,8.1,2.08,41,17,30.9,10.3,56,17,124,1,,0,,
3053,10/05/2025,3,65.1,Moderate,42.1,73.3,15.5,4,1.33,34.2,29.9,65.5,5,34,10,79,1,126,0,,
3637,15/12/2023,4,143,Unhealthy for Sensitive Groups,91.9,157.2,27.8,19.8,2.63,79.8,21.7,29.4,11.9,55,17,121,1,192,0,,
3471,02/07/2023,4,58.9,Moderate,26.7,43,9.2,5.8,0.7,41.3,36.3,77,5.7,22,6,53,0,85,0,,
1390,21/10/2023,2,128.4,Unhealthy for Sensitive Groups,80.4,131.4,23.3,11,1.95,48.5,24.3,29.9,10.2,97,31,226,2,354,0,,
2179,18/12/2025,2,232.1,Very Unhealthy,137.3,260.8,36.1,19.6,3.57,66.9,19.6,21.2,16.8,127,39,288,2,452,1,,
80,21/03/2023,1,229,Very Unhealthy,140.7,257.5,49,21.1,3.92,56.9,25.5,45.5,12.8,240,74,535,5,866,1,,
2426,22/08/2023,3,40.3,Good,24.1,41.9,7.9,6.9,1.06,41,29.9,67.9,10,26,8,64,0,92,0,,
4002,14/12/2024,4,168.9,Unhealthy,98.7,177.6,26.5,11.4,2.46,44.2,19.7,40.9,16.6,62,19,139,1,229,1,,
848,27/04/2025,1,214.2,Very Unhealthy,128.4,203.7,57.1,18.4,3.77,52.9,24.9,64.6,12.2,213,65,478,4,759,1,,
1742,07/10/2024,2,115.6,Unhealthy for Sensitive Groups,65.9,111,33.3,9.8,0.96,64.7,26.8,45.2,6.4,82,25,187,1,300,0,,
3580,19/10/2023,4,90.4,Moderate,,98.7,23.6,6.8,1.42,31.7,25.5,50.8,11.6,38,12,89,1,139,0,,
2635,18/03/2024,3,132,Unhealthy for Sensitive Groups,76.6,140.1,27.7,9.5,2.02,35.5,22.9,45.5,9.1,57,18,132,1,204,0,,
1454,24/12/2023,2,173.8,Unhealthy,107.9,177.5,34.7,10.8,4.13,41,17,30.6,8.4,121,37,266,2,426,1,,
1381,12/10/2023,2,141.8,Unhealthy for Sensitive Groups,86.6,159.1,20.9,8.9,3.34,69.9,25.8,65.1,11.8,82,24,187,2,295,0,,
2262,11/03/2023,3,103.4,Unhealthy for Sensitive Groups,70.1,125.8,19.7,10.1,1.97,58.8,21.3,50.4,13.7,55,17,126,1,199,0,,
3083,09/06/2025,3,59.1, Moderate,30.8,55.9,13.3,2.7,0.67,45.6,31.5,87.3,16.3,26,9,66,1,106,0,,
936,24/07/2025,1,104,Unhealthy for Sensitive Groups,64.1,121.1,20.9,10.7,2.29,59.9,32.7,83.9,9.5,129,39,294,2,,0,,
3428,20/05/2023,4,62.3,Moderate,36.5,56.2,5.9,8.9,1,46.7,32.6,68.7,16.8,33,11,73,1,117,0,,
2464,29/09/2023,3,67.6,Moderate,42.8,75.6,14.6,7.3,1.71,40,22,60.6,15.2,35,9,79,1,,0,,
1182,27/03/2023,2,133,Unhealthy for Sensitive Groups,80.4,137,36.6,10.8,2.58,47,27.8,55.7,12.9,96,29,217,2,350,0,,
2687,09/05/2024,3,59.4,Moderate,37.3,65.1,11.9,4.3,1.48,35.1,29.3,72.5,11,37,10,85,1,135,0,,
3599,07/11/2023,4,138.7,Unhealthy for Sensitive Groups,87,132.5,32.8,12.5,3.25,32.1,21,46.1,14.3,44,14,97,1,157,0,,
4168,29/05/2025,4,82.1,Moderate,44.2,75.5,13.7,4.8,0.74,35.6,35.5,80.4,14.6,31,10,73,1,114,0,,
235,23/08/2023,1,105.8,Unhealthy for Sensitive Groups,62.3,98.7,19.4,2.3,1.5,52.9,31.3,73.5,2.2,121,36,272,2,436,0,,
3845,10/07/2024,4,42.1,Good,32.7,54.4,11.7,1.7,1.04,44.4,36.7,82.3,9.4,25,6,57,0,86,0,,
181,30/06/2023,1,115.5,Unhealthy for Sensitive Groups,63.5,110,21.6,7.4,1.79,30.7,31.9,66,10.1,117,35,261,2,420,0,,
2075,05/09/2025,2,90.3,Moderate,57.6,101,22.7,3.2,2.29,46.3,29.1,77.3,10,63,19,145,1,227,0,,
2671,23/04/2024,3,79.9,Moderate,38.3,69.4,17,5.4,1.69,46.4,29.1,64,15.3,41,12,93,,155,0,,
279,06/10/2023,1,195.9,unhealthy,122.5,224.5,58.4,12.6,3.79,66.5,23,63.9,9.1,193,58,434,4,693,1,,
1570,18/04/2024,2,141.3,Unhealthy for Sensitive Groups,89.5,142.2,34.6,14.8,2.11,53.2,31.6,65.8,13,96,28,216,2,341,0,,
2553,27/12/2023,3,108.5,Unhealthy for Sensitive Groups,80.1,122.8,33.3,7.9,2.06,53.2,13.3,27.8,14.2,54,16,120,1,192,0,,
1697,23/08/2024,2,70.1,Moderate,44.9,79.6,9.3,4.8,1.32,29.6,33.5,80.6,11,60,17,137,1,214,0,,
4108,30/03/2025,4,122.4,Unhealthy for Sensitive Groups,79,130.7,33.8,9.2,2.24,45.8,29.6,51.5,10.9,49,16,114,,185,0,,
583,05/08/2024,1,94.3,Moderate,59.4,96.2,12,4.4,2.48,45.7,29.4,74,6.8,120,38,278,2,444,0,,
1435,05/12/2023,2,203.6,Very Unhealthy,125.9,229.8,43.3,14.7,3.74,61.1,23.4,31.9,9.8,123,37,281,2,447,1,,
1528,07/03/2024,2,168,Unhealthy,109.5,178.4,35.8,17.5,3.29,60.7,25.1,46.9,6.9,129,39,292,3,463,1,,
3095,21/06/2025,3,7.7,Good,17.7,32.3,10.1,0,0.5,25.4,28.8,84.6,5.7,26,7,65,1,100,0,,
4250,19/08/2025,4,46.1,Good,30,56.9,7.1,5.4,0.51,42.6,28.8,83.8,8.7,26,9,70,0,102,0,,
505,19/05/2024,1,106.7,Unhealthy for Sensitive Groups,61.5,102.2,20.3,10,1.75,68.5,26.8,78.2,10.2,174,54,398,3,629,0,,
58,27/02/2023,1,297.9,Very Unhealthy,188.5,331.9,59.9,18.1,6.92,74,21,41.2,12.1,263,81,591,5,952,1,,
2733,24/06/2024,3,45.4,Good,23.1,42.5,6.1,4.3,0.84,45.1,37.8,89.1,8.9,26,7,61,0,93,0,,
2904,12/12/2024,3,117,Unhealthy for Sensitive Groups,70,108.7,30.5,9.7,2.13,59.7,14.1,41.8,9.7,51,15,109,1,176,0,,
1612,30/05/2024,2,84.9,Moderate,49,82.8,19.6,6.8,1.46,51.8,35.8,71.4,16.3,67,19,152,1,247,0,,
3469,30/06/2023,4,47.5,good,29.7,55.7,14.1,8,0.9,65.2,32.5,87.9,7.5,21,6,49,0,80,0,,
739,08/01/2025,1,261.9,Very Unhealthy,167.8,272,50.8,29.9,5.32,65,18.5,39.7,10,329,102,738,6,1183,1,,
2709,31/05/2024,3,52.9,Moderate,33.1,54.7,13.2,6.9,0.51,52,30.2,72.8,10.4,34,10,75,1,120,0,,
2334,22/05/2023,3,53.7,Moderate,35.9,55.3,11.8,3.7,0.97,41,29.7,63.5,10,33,10,77,1,120,0,,
1024,20/10/2025,1,229.7,Very Unhealthy,148.7,274.1,49.8,21.8,3.67,63.9,20.4,52.5,10.5,240,72,538,5,862,1,,
3735,22/03/2024,4,142.9,Unhealthy for Sensitive Groups,82.7,147.9,27.6,14.5,2.2,66.3,25.3,33.9,7.3,41,12,95,1,149,0,,
3654,01/01/2024,4,167,Unhealthy,111.5,175.3,40.4,16.7,3.63,57.3,17.3,36.7,4.7,44,14,101,1,160,1,,
1441,11/12/2023,2,174.2,Unhealthy,109.1,166.8,36.1,16.4,2.46,46,16.4,38.4,4.6,147,46,337,3,529,1,,
347,13/12/2023,1,265.8,Very Unhealthy,168,284.6,61.7,29.2,7,52.9,20.8,28.6,13.3,303,93,677,6,1077,1,,
503,17/05/2024,1,126.8,Unhealthy for Sensitive Groups,82.9,157,24.7,12.1,3.26,44.6,33.2,74.3,14.3,146,45,331,3,531,0,,
1233,17/05/2023,2,114.9,Unhealthy for Sensitive Groups,66.8,124.4,22,11.2,1.64,30.5,31.6,67.5,13.4,81,24,184,2,296,0,,
4224,24/07/2025,4,41.9,Good,24.5,40.5,9.5,5.6,0.91,23.6,33.8,83.3,11.1,23,7,54,0,86,0,,
834,13/04/2025,1,211.9,Very Unhealthy,130.3,199.3,47.4,25.2,4.41,76.1,28,65.2,9.8,244,75,544,5,876,1,,
3223,27/10/2025,3,90.8,Moderate,52.3,80.8,19.5,6.4,1.26,26.5,19.3,56.6,8.6,39,11,92,1,144,0,,
2786,16/08/2024,3,47,Good,30.2,48.9,12.7,4.4,0.52,48.2,32.1,73.8,9.3,29,7,63,0,101,0,,
1926,09/04/2025,2,123.7,Unhealthy for Sensitive Groups,81.3,144.4,15.1,12.9,2.62,54.5,29.9,60,7.6,89,28,198,2,323,0,,
1858,31/01/2025,2,195.2,Unhealthy,119.8,211.8,31.7,17.5,3.71,56,26,29.7,5,131,40,293,3,475,1,,
1313,05/08/2023,2,56.5, Moderate,36.8,56.6,6,5.4,1.27,47,33.3,84.7,5.8,55,16,125,1,193,0,,
4003,15/12/2024,4,164.2,Unhealthy,103,165.2,31.3,14.9,2.8,58.7,19.5,35.7,10.5,57,17,128,1,207,1,,
1410,10/11/2023,2,158.3,Unhealthy,103.9,162.1,38.6,13.3,2.7,31.9,24,32.9,16.6,107,33,244,2,391,1,,
1943,26/04/2025,2,130.7,Unhealthy for Sensitive Groups,83.8,152.7,26.9,11,2.7,31.9,30.5,54.7,8.2,88,27,194,2,319,0,,
1003,29/09/2025,1,163,Unhealthy,108.6,184.8,41.1,13.1,4.51,51.6,28.9,49.9,14.8,204,63,465,4,743,1,,
1009,05/10/2025,1,194.8,Unhealthy,129.9,241.4,60.2,17.1,4.64,29.3,24.2,64.1,11.2,207,65,468,4,750,1,,
4265,03/09/2025,4,67.8,Moderate,36,64.2,9.5,5.3,1.31,53.1,29.8,67.7,9.1,27,8,65,0,104,0,,
566,19/07/2024,1,104.6,Unhealthy for Sensitive Groups,61.1,111.1,25.8,5.5,2.01,44.2,33.5,89.9,9.9,114,35,256,2,416,0,,
264,21/09/2023,1,132.6,Unhealthy For Sensitive Groups ,87.8,137.1,30.5,13.5,1.99,64.7,25.3,60.4,12.7,160,48,356,3,573,0,,
1988,10/06/2025,2,65.7,Moderate,44.9,70.9,15.4,1.3,1.4,39.4,35.7,72.2,6,60,17,134,1,218,0,,
382,17/01/2024,1,354.3,Hazardous,215.1,387,72.6,33.5,8.27,78.2,18.5,27.6,19,357,109,790,7,1278,1,,
2959,05/02/2025,3,89.5,Moderate,60.8,106.5,13.6,2,1.09,47,16.4,31.9,9.9,54,16,122,1,203,0,,
3978,20/11/2024,4,145.8,Unhealthy for Sensitive Groups,81.7,139.5,33.7,8.7,2.98,62.7,21.5,35.4,3,41,12,91,1,150,0,,
3916,19/09/2024,4,77,Moderate,49.6,78.9,15.2,10.8,1.66,47.7,32.3,67.9,,32,10,64,1,104,0,,
3379,01/04/2023,4,115.1,Unhealthy for Sensitive Groups,67.1,102.1,21.4,9.6,2.07,61.4,27,59.7,10.8,47,14,104,1,169,0,,
1103,07/01/2023,2,206.9,Very Unhealthy,134.2,243.9,55.5,13,5.06,57.4,22.5,25,9.2,141,43,317,3,504,1,,
2964,10/02/2025,3,113,Unhealthy for Sensitive Groups,73.2,113.4,23.3,9.2,1.77,59.5,19.3,37.9,10,61,19,140,1,224,0,,
1872,14/02/2025,2,166.7,Unhealthy,108,196.2,26.7,14.9,2.09,69,23.1,39.6,9.2,107,32,240,2,387,1,,
3019,06/04/2025,3,79.6,Moderate,51.1,95.4,24.8,6,1.68,57,24.6,39.1,14.1,35,11,81,1,134,0,,
3329,10/02/2023,4,143.6,Unhealthy for Sensitive Groups,87.1,137.6,41.1,13.9,3.11,40.8,15.5,40.3,3.9,56,18,125,1,200,0,,
4366,13/12/2025,4,144.2,Unhealthy for Sensitive Groups,96.5,153.2,20.2,11.8,2.65,67.1,21.1,27.1,4.5,57,18,128,1,208,0,,
2608,20/02/2024,3,100.2,Unhealthy for Sensitive Groups,59.2,106.3,23.7,9.8,2.15,59.1,17.4,25.4,1.4,59,18,136,1,217,0,,
140,20/05/2023,1,174,Unhealthy,106.6,176.2,35.5,15,3.31,47.6,32,,8.5,160,50,367,3,581,1,,
2524,28/11/2023,3,105.5,Unhealthy for Sensitive Groups,66,124,21.9,7.4,2.23,53.2,15,39,11.2,50,15,115,1,184,0,,
33,02/02/2023,1,275.7,Very Unhealthy,167.9,261.7,64.2,29.6,5.01,60.1,18.5,23.8,12.2,306,93,683,6,1092,1,,
115,25/04/2023,1,168.1,Unhealthy,108.8,189.8,36.3,9.2,4.25,58.5,32.2,57.4,11.4,195,61,447,4,712,1,,
2557,31/12/2023,3,129,unhealthy for sensitive groups,76.5,122.8,21.7,9.7,2.28,57,16.6,32.3,12.2,58,19,136,1,214,0,,
3800,26/05/2024,4,71.1,Moderate,44.9,75.6,16.1,7.4,2.1,48.9,34.5,67.6,5.7,31,10,81,1,116,0,,
241,29/08/2023,1,98.8,Moderate,,108.5,24.8,6,2.78,34.4,28.9,70.4,13,131,40,297,3,468,0,,
1407,07/11/2023,2,157.8,Unhealthy,96.4,149.6,24.3,12.4,3.59,44.5,25,41.9,15.2,90,27,208,2,327,1,,
2694,16/05/2024,3,52.6,Moderate,35.7,57.7,14.7,6.9,1.48,63.3,29.3,71.8,11.5,30,9,76,1,119,0,,
1901,15/03/2025,2,173.5,Unhealthy,101.4,162.2,34.9,8.5,2.37,54.3,28.4,43.8,2.4,125,40,289,2,460,1,,
1676,02/08/2024,2,55.6,Moderate,38.5,60.3,12.8,2.9,0.76,39.7,32.5,84.7,16.5,57,17,129,1,205,0,,
4198,28/06/2025,4,55,Moderate,35.1,62.8,14.8,3.4,1.66,25.9,36.4,75.7,7,24,7,55,0,88,0,,
1947,30/04/2025,2,128.6,Unhealthy for Sensitive Groups,79.1,131.4,36,10.6,1.92,51.4,27.2,61.7,13.5,93,28,210,2,336,0,,
394,29/01/2024,1,316,Hazardous,197.3,309.8,82.5,32.7,5.98,73.1,17.9,32.6,7.8,245,75,548,5,884,1,,
3583,22/10/2023,4,117.2,Unhealthy For Sensitive Groups ,75.8,128.3,29.3,12.3,2.32,66.9,23.3,57.5,12.5,38,12,89,1,141,0,,
